time,q,p,r
4769,False,True,False
4770,False,True,False
4771,False,True,False
4772,False,True,False
4773,False,True,False
4774,False,True,False
4775,False,True,True
4776,False,False,False
4777,True,True,False
4778,False,True,False
4779,False,True,False
4780,False,True,False
4781,False,True,False
4782,False,True,False
4783,False,True,False
4784,False,True,False
4785,False,True,False
4786,False,True,True
4787,False,False,False
4788,True,True,False
4789,False,True,False
4790,False,True,False
4791,False,True,False
4792,False,True,False
4793,False,True,False
4794,False,True,False
4795,False,True,False
4796,False,True,False
4797,False,True,False
4798,False,True,True
4799,False,False,False
4800,True,True,False
4801,False,True,False
4802,False,True,False
4803,False,True,False
4804,False,True,True
4805,False,False,False
4806,True,True,False
4807,False,True,False
4808,False,True,False
4809,False,True,False
4810,False,True,True
4811,False,False,False
4812,True,True,False
4813,False,True,False
4814,False,True,False
4815,False,True,False
4816,False,True,True
4817,False,False,False
4818,True,True,False
4819,False,True,False
4820,False,True,False
4821,False,True,False
4822,False,True,False
4823,False,True,False
4824,False,True,False
4825,False,True,False
4826,False,True,True
4827,False,False,False
4828,True,True,False
4829,False,True,False
4830,False,True,False
4831,False,True,False
4832,False,True,False
4833,False,True,False
4834,False,True,True
4835,False,False,False
4836,True,True,False
4837,False,True,False
4838,False,True,False
4839,False,True,False
4840,False,True,False
4841,False,True,True
4842,False,False,False
4843,True,True,False
4844,False,True,False
4845,False,True,False
4846,False,True,False
4847,False,True,False
4848,False,True,False
4849,False,True,False
4850,False,True,True
4851,False,False,False
4852,True,True,False
4853,False,True,False
4854,False,True,False
4855,False,True,False
4856,False,True,False
4857,False,True,False
4858,False,True,True
4859,False,False,False
4860,True,True,False
4861,False,True,False
4862,False,True,False
4863,False,True,False
4864,False,True,False
4865,False,True,False
4866,False,True,False
4867,False,True,False
4868,False,True,False
4869,False,True,False
4870,False,True,True
4871,False,False,False
4872,True,True,False
4873,False,True,False
4874,False,True,False
4875,False,True,False
4876,False,True,False
4877,False,True,False
4878,False,True,False
4879,False,True,False
4880,False,True,True
4881,False,False,False
4882,True,True,False
4883,False,True,False
4884,False,True,False
4885,False,True,False
4886,False,True,False
4887,False,True,False
4888,False,True,False
4889,False,True,True
4890,False,False,False
4891,True,True,False
4892,False,True,False
4893,False,True,False
4894,False,True,False
4895,False,True,False
4896,False,True,False
4897,False,True,False
4898,False,True,False
4899,False,True,False
4900,False,True,False
4901,False,True,True
4902,False,False,False
4903,True,True,False
4904,False,True,False
4905,False,True,False
4906,False,True,False
4907,False,True,True
4908,False,False,False
4909,True,True,False
4910,False,True,False
4911,False,True,False
4912,False,True,False
4913,False,True,False
4914,False,True,False
4915,False,True,False
4916,False,True,False
4917,False,True,False
4918,False,True,True
4919,False,False,False
4920,True,True,False
4921,False,True,False
4922,False,True,False
4923,False,True,False
4924,False,True,False
4925,False,True,True
4926,False,False,False
4927,True,True,False
4928,False,True,False
4929,False,True,False
4930,False,True,False
4931,False,True,True
4932,False,False,False
4933,True,True,False
4934,False,True,False
4935,False,True,False
4936,False,True,False
4937,False,True,False
4938,False,True,False
4939,False,True,False
4940,False,True,True
4941,False,False,False
4942,True,True,False
4943,False,True,False
4944,False,True,False
4945,False,True,False
4946,False,True,False
4947,False,True,False
4948,False,True,True
4949,False,False,False
4950,True,True,False
4951,False,True,False
4952,False,True,False
4953,False,True,False
4954,False,True,True
4955,False,False,False
4956,True,True,False
4957,False,True,False
4958,False,True,False
4959,False,True,False
4960,False,True,False
4961,False,True,True
4962,False,False,False
4963,True,True,False
4964,False,True,False
4965,False,True,False
4966,False,True,False
4967,False,True,False
4968,False,True,True
4969,False,False,False
4970,True,True,False
4971,False,True,False
4972,False,True,False
4973,False,True,False
4974,False,True,False
4975,False,True,False
4976,False,True,True
4977,False,False,False
4978,True,True,False
4979,False,True,False
4980,False,True,False
4981,False,True,False
4982,False,True,False
4983,False,True,False
4984,False,True,False
4985,False,True,False
4986,False,True,True
4987,False,False,False
4988,True,True,False
4989,False,True,False
4990,False,True,False
4991,False,True,False
4992,False,True,False
4993,False,True,False
4994,False,True,True
4995,False,False,False
4996,True,True,False
4997,False,True,False
4998,False,True,False
4999,False,True,False
5000,False,True,False
5001,False,True,False
5002,False,True,False
5003,False,True,False
5004,False,True,False
5005,False,True,True
5006,False,False,False
5007,True,True,False
5008,False,True,False
5009,False,True,False
5010,False,True,False
5011,False,True,False
5012,False,True,False
5013,False,True,False
5014,False,True,False
5015,False,True,True
5016,False,False,False
5017,True,True,False
5018,False,True,False
5019,False,True,False
5020,False,True,False
5021,False,True,False
5022,False,True,False
5023,False,True,False
5024,False,True,False
5025,False,True,False
5026,False,True,False
5027,False,True,True
5028,False,False,False
5029,True,True,False
5030,False,True,False
5031,False,True,False
5032,False,True,False
5033,False,True,False
5034,False,True,True
5035,False,False,False
5036,True,True,False
5037,False,True,False
5038,False,True,False
5039,False,True,False
5040,False,True,False
5041,False,True,False
5042,False,True,False
5043,False,True,False
5044,False,True,False
5045,False,True,False
5046,False,True,True
5047,False,False,False
5048,True,True,False
5049,False,True,False
5050,False,True,False
5051,False,True,False
5052,False,True,False
5053,False,True,False
5054,False,True,False
5055,False,True,False
5056,False,True,False
5057,False,True,False
5058,False,True,True
5059,False,False,False
5060,True,True,False
5061,False,True,False
5062,False,True,False
5063,False,True,False
5064,False,True,False
5065,False,True,False
5066,False,True,False
5067,False,True,False
5068,False,True,False
5069,False,True,False
5070,False,True,True
5071,False,False,False
5072,True,True,False
5073,False,True,False
5074,False,True,False
5075,False,True,False
5076,False,True,False
5077,False,True,False
5078,False,True,False
5079,False,True,False
5080,False,True,False
5081,False,True,True
5082,False,False,False
5083,True,True,False
5084,False,True,False
5085,False,True,False
5086,False,True,False
5087,False,True,False
5088,False,True,True
5089,False,False,False
5090,True,True,False
5091,False,True,False
5092,False,True,False
5093,False,True,False
5094,False,True,False
5095,False,True,True
5096,False,False,False
5097,True,True,False
5098,False,True,False
5099,False,True,False
5100,False,True,False
5101,False,True,False
5102,False,True,False
5103,False,True,True
5104,False,False,False
5105,True,True,False
5106,False,True,False
5107,False,True,False
5108,False,True,False
5109,False,True,False
5110,False,True,False
5111,False,True,True
5112,False,False,False
5113,True,True,False
5114,False,True,False
5115,False,True,False
5116,False,True,False
5117,False,True,False
5118,False,True,False
5119,False,True,False
5120,False,True,False
5121,False,True,False
5122,False,True,False
5123,False,True,True
5124,False,False,False
5125,True,True,False
5126,False,True,False
5127,False,True,False
5128,False,True,False
5129,False,True,False
5130,False,True,False
5131,False,True,True
5132,False,False,False
5133,True,True,False
5134,False,True,False
5135,False,True,False
5136,False,True,False
5137,False,True,False
5138,False,True,False
5139,False,True,True
5140,False,False,False
5141,True,True,False
5142,False,True,False
5143,False,True,False
5144,False,True,False
5145,False,True,False
5146,False,True,False
5147,False,True,False
5148,False,True,False
5149,False,True,False
5150,False,True,True
5151,False,False,False
5152,True,True,False
5153,False,True,False
5154,False,True,False
5155,False,True,False
5156,False,True,False
5157,False,True,False
5158,False,True,False
5159,False,True,False
5160,False,True,False
5161,False,True,True
5162,False,False,False
5163,True,True,False
5164,False,True,False
5165,False,True,False
5166,False,True,False
5167,False,True,True
5168,False,False,False
5169,True,True,False
5170,False,True,False
5171,False,True,False
5172,False,True,False
5173,False,True,True
5174,False,False,False
5175,True,True,False
5176,False,True,False
5177,False,True,False
5178,False,True,False
5179,False,True,False
5180,False,True,True
5181,False,False,False
5182,True,True,False
5183,False,True,False
5184,False,True,False
5185,False,True,False
5186,False,True,False
5187,False,True,True
5188,False,False,False
5189,True,True,False
5190,False,True,False
5191,False,True,False
5192,False,True,False
5193,False,True,False
5194,False,True,False
5195,False,True,False
5196,False,True,False
5197,False,True,False
5198,False,True,False
5199,False,True,True
5200,False,False,False
5201,True,True,False
5202,False,True,False
5203,False,True,False
5204,False,True,False
5205,False,True,False
5206,False,True,True
5207,False,False,False
5208,True,True,False
5209,False,True,False
5210,False,True,False
5211,False,True,False
5212,False,True,False
5213,False,True,True
5214,False,False,False
5215,True,True,False
5216,False,True,False
5217,False,True,False
5218,False,True,False
5219,False,True,False
5220,False,True,False
5221,False,True,False
5222,False,True,False
5223,False,True,False
5224,False,True,False
5225,False,True,True
5226,False,False,False
5227,True,True,False
5228,False,True,False
5229,False,True,False
5230,False,True,False
5231,False,True,False
5232,False,True,False
5233,False,True,False
5234,False,True,False
5235,False,True,False
5236,False,True,False
5237,False,True,True
5238,False,False,False
5239,True,True,False
5240,False,True,False
5241,False,True,False
5242,False,True,False
5243,False,True,True
5244,False,False,False
5245,True,True,False
5246,False,True,False
5247,False,True,False
5248,False,True,False
5249,False,True,True
5250,False,False,False
5251,True,True,False
5252,False,True,False
5253,False,True,False
5254,False,True,False
5255,False,True,False
5256,False,True,False
5257,False,True,False
5258,False,True,False
5259,False,True,False
5260,False,True,True
5261,False,False,False
5262,True,True,False
5263,False,True,False
5264,False,True,False
5265,False,True,False
5266,False,True,False
5267,False,True,False
5268,False,True,False
5269,False,True,False
5270,False,True,False
5271,False,True,False
5272,False,True,True
5273,False,False,False
5274,True,True,False
5275,False,True,False
5276,False,True,False
5277,False,True,False
5278,False,True,False
5279,False,True,True
5280,False,False,False
5281,True,True,False
5282,False,True,False
5283,False,True,False
5284,False,True,False
5285,False,True,False
5286,False,True,False
5287,False,True,False
5288,False,True,False
5289,False,True,True
5290,False,False,False
5291,True,True,False
5292,False,True,False
5293,False,True,False
5294,False,True,False
5295,False,True,False
5296,False,True,False
5297,False,True,False
5298,False,True,False
5299,False,True,False
5300,False,True,True
5301,False,False,False
5302,True,True,False
5303,False,True,False
5304,False,True,False
5305,False,True,False
5306,False,True,False
5307,False,True,False
5308,False,True,False
5309,False,True,False
5310,False,True,False
5311,False,True,False
5312,False,True,True
5313,False,False,False
5314,True,True,False
5315,False,True,False
5316,False,True,False
5317,False,True,False
5318,False,True,True
5319,False,False,False
5320,True,True,False
5321,False,True,False
5322,False,True,False
5323,False,True,False
5324,False,True,False
5325,False,True,False
5326,False,True,False
5327,False,True,False
5328,False,True,True
5329,False,False,False
5330,True,True,False
5331,False,True,False
5332,False,True,False
5333,False,True,False
5334,False,True,False
5335,False,True,False
5336,False,True,False
5337,False,True,False
5338,False,True,True
5339,False,False,False
5340,True,True,False
5341,False,True,False
5342,False,True,False
5343,False,True,False
5344,False,True,True
5345,False,False,False
5346,True,True,False
5347,False,True,False
5348,False,True,False
5349,False,True,False
5350,False,True,False
5351,False,True,False
5352,False,True,False
5353,False,True,True
5354,False,False,False
5355,True,True,False
5356,False,True,False
5357,False,True,False
5358,False,True,False
5359,False,True,False
5360,False,True,False
5361,False,True,False
5362,False,True,True
5363,False,False,False
5364,True,True,False
5365,False,True,False
5366,False,True,False
5367,False,True,False
5368,False,True,False
5369,False,True,False
5370,False,True,False
5371,False,True,False
5372,False,True,False
5373,False,True,True
5374,False,False,False
5375,True,True,False
5376,False,True,False
5377,False,True,False
5378,False,True,False
5379,False,True,False
5380,False,True,False
5381,False,True,False
5382,False,True,False
5383,False,True,True
5384,False,False,False
5385,True,True,False
5386,False,True,False
5387,False,True,False
5388,False,True,False
5389,False,True,True
5390,False,False,False
5391,True,True,False
5392,False,True,False
5393,False,True,False
5394,False,True,False
5395,False,True,True
5396,False,False,False
5397,True,True,False
5398,False,True,False
5399,False,True,False
5400,False,True,False
5401,False,True,False
5402,False,True,True
5403,False,False,False
5404,True,True,False
5405,False,True,False
5406,False,True,False
5407,False,True,False
5408,False,True,False
5409,False,True,False
5410,False,True,False
5411,False,True,False
5412,False,True,False
5413,False,True,False
5414,False,True,True
5415,False,False,False
5416,True,True,False
5417,False,True,False
5418,False,True,False
5419,False,True,False
5420,False,True,True
5421,False,False,False
5422,True,True,False
5423,False,True,False
5424,False,True,False
5425,False,True,False
5426,False,True,False
5427,False,True,False
5428,False,True,True
5429,False,False,False
5430,True,True,False
5431,False,True,False
5432,False,True,False
5433,False,True,False
5434,False,True,False
5435,False,True,True
5436,False,False,False
5437,True,True,False
5438,False,True,False
5439,False,True,False
5440,False,True,False
5441,False,True,False
5442,False,True,False
5443,False,True,False
5444,False,True,False
5445,False,True,False
5446,False,True,False
5447,False,True,True
5448,False,False,False
5449,True,True,False
5450,False,True,False
5451,False,True,False
5452,False,True,False
5453,False,True,False
5454,False,True,False
5455,False,True,False
5456,False,True,False
5457,False,True,False
5458,False,True,True
5459,False,False,False
5460,True,True,False
5461,False,True,False
5462,False,True,False
5463,False,True,False
5464,False,True,False
5465,False,True,False
5466,False,True,False
5467,False,True,True
5468,False,False,False
5469,True,True,False
5470,False,True,False
5471,False,True,False
5472,False,True,False
5473,False,True,False
5474,False,True,False
5475,False,True,False
5476,False,True,False
5477,False,True,True
5478,False,False,False
5479,True,True,False
5480,False,True,False
5481,False,True,False
5482,False,True,False
5483,False,True,False
5484,False,True,False
5485,False,True,False
5486,False,True,False
5487,False,True,False
5488,False,True,True
5489,False,False,False
5490,True,True,False
5491,False,True,False
5492,False,True,False
5493,False,True,False
5494,False,True,False
5495,False,True,False
5496,False,True,False
5497,False,True,False
5498,False,True,False
5499,False,True,True
5500,False,False,False
5501,True,True,False
5502,False,True,False
5503,False,True,False
5504,False,True,False
5505,False,True,False
5506,False,True,False
5507,False,True,True
5508,False,False,False
5509,True,True,False
5510,False,True,False
5511,False,True,False
5512,False,True,False
5513,False,True,False
5514,False,True,True
5515,False,False,False
5516,True,True,False
5517,False,True,False
5518,False,True,False
5519,False,True,False
5520,False,True,False
5521,False,True,False
5522,False,True,False
5523,False,True,False
5524,False,True,False
5525,False,True,True
5526,False,False,False
5527,True,True,False
5528,False,True,False
5529,False,True,False
5530,False,True,False
5531,False,True,False
5532,False,True,True
5533,False,False,False
5534,True,True,False
5535,False,True,False
5536,False,True,False
5537,False,True,False
5538,False,True,False
5539,False,True,False
5540,False,True,False
5541,False,True,True
5542,False,False,False
5543,True,True,False
5544,False,True,False
5545,False,True,False
5546,False,True,False
5547,False,True,False
5548,False,True,False
5549,False,True,False
5550,False,True,True
5551,False,False,False
5552,True,True,False
5553,False,True,False
5554,False,True,False
5555,False,True,False
5556,False,True,False
5557,False,True,False
5558,False,True,False
5559,False,True,False
5560,False,True,False
5561,False,True,True
5562,False,False,False
5563,True,True,False
5564,False,True,False
5565,False,True,False
5566,False,True,False
5567,False,True,False
5568,False,True,False
5569,False,True,False
5570,False,True,False
5571,False,True,False
5572,False,True,True
5573,False,False,False
5574,True,True,False
5575,False,True,False
5576,False,True,False
5577,False,True,False
5578,False,True,False
5579,False,True,False
5580,False,True,True
5581,False,False,False
5582,True,True,False
5583,False,True,False
5584,False,True,False
5585,False,True,False
5586,False,True,False
5587,False,True,False
5588,False,True,False
5589,False,True,False
5590,False,True,True
5591,False,False,False
5592,True,True,False
5593,False,True,False
5594,False,True,False
5595,False,True,False
5596,False,True,False
5597,False,True,False
5598,False,True,False
5599,False,True,True
5600,False,False,False
5601,True,True,False
5602,False,True,False
5603,False,True,False
5604,False,True,False
5605,False,True,False
5606,False,True,True
5607,False,False,False
5608,True,True,False
5609,False,True,False
5610,False,True,False
5611,False,True,False
5612,False,True,False
5613,False,True,True
5614,False,False,False
5615,True,True,False
5616,False,True,False
5617,False,True,False
5618,False,True,False
5619,False,True,False
5620,False,True,False
5621,False,True,False
5622,False,True,False
5623,False,True,True
5624,False,False,False
5625,True,True,False
5626,False,True,False
5627,False,True,False
5628,False,True,False
5629,False,True,True
5630,False,False,False
5631,True,True,False
5632,False,True,False
5633,False,True,False
5634,False,True,False
5635,False,True,True
5636,False,False,False
5637,True,True,False
5638,False,True,False
5639,False,True,False
5640,False,True,False
5641,False,True,False
5642,False,True,False
5643,False,True,False
5644,False,True,True
5645,False,False,False
5646,True,True,False
5647,False,True,False
5648,False,True,False
5649,False,True,False
5650,False,True,False
5651,False,True,True
5652,False,False,False
5653,True,True,False
5654,False,True,False
5655,False,True,False
5656,False,True,False
5657,False,True,False
5658,False,True,False
5659,False,True,False
5660,False,True,False
5661,False,True,False
5662,False,True,False
5663,False,True,True
5664,False,False,False
5665,True,True,False
5666,False,True,False
5667,False,True,False
5668,False,True,False
5669,False,True,False
5670,False,True,True
5671,False,False,False
5672,True,True,False
5673,False,True,False
5674,False,True,False
5675,False,True,False
5676,False,True,False
5677,False,True,True
5678,False,False,False
5679,True,True,False
5680,False,True,False
5681,False,True,False
5682,False,True,False
5683,False,True,False
5684,False,True,False
5685,False,True,False
5686,False,True,True
5687,False,False,False
5688,True,True,False
5689,False,True,False
5690,False,True,False
5691,False,True,False
5692,False,True,False
5693,False,True,False
5694,False,True,False
5695,False,True,False
5696,False,True,False
5697,False,True,False
5698,False,True,True
5699,False,False,False
5700,True,True,False
5701,False,True,False
5702,False,True,False
5703,False,True,False
5704,False,True,False
5705,False,True,False
5706,False,True,False
5707,False,True,False
5708,False,True,True
5709,False,False,False
5710,True,True,False
5711,False,True,False
5712,False,True,False
5713,False,True,False
5714,False,True,False
5715,False,True,False
5716,False,True,False
5717,False,True,False
5718,False,True,True
5719,False,False,False
5720,True,True,False
5721,False,True,False
5722,False,True,False
5723,False,True,False
5724,False,True,False
5725,False,True,False
5726,False,True,True
5727,False,False,False
5728,True,True,False
5729,False,True,False
5730,False,True,False
5731,False,True,False
5732,False,True,False
5733,False,True,False
5734,False,True,False
5735,False,True,False
5736,False,True,False
5737,False,True,True
5738,False,False,False
5739,True,True,False
5740,False,True,False
5741,False,True,False
5742,False,True,False
5743,False,True,False
5744,False,True,True
5745,False,False,False
5746,True,True,False
5747,False,True,False
5748,False,True,False
5749,False,True,False
5750,False,True,True
5751,False,False,False
5752,True,True,False
5753,False,True,False
5754,False,True,False
5755,False,True,False
5756,False,True,False
5757,False,True,False
5758,False,True,True
5759,False,False,False
5760,True,True,False
5761,False,True,False
5762,False,True,False
5763,False,True,False
5764,False,True,False
5765,False,True,False
5766,False,True,False
5767,False,True,False
5768,False,True,False
5769,False,True,True
5770,False,False,False
5771,True,True,False
5772,False,True,False
5773,False,True,False
5774,False,True,False
5775,False,True,False
5776,False,True,False
5777,False,True,False
5778,False,True,False
5779,False,True,True
5780,False,False,False
5781,True,True,False
5782,False,True,False
5783,False,True,False
5784,False,True,False
5785,False,True,False
5786,False,True,True
5787,False,False,False
5788,True,True,False
5789,False,True,False
5790,False,True,False
5791,False,True,False
5792,False,True,True
5793,False,False,False
5794,True,True,False
5795,False,True,False
5796,False,True,False
5797,False,True,False
5798,False,True,False
5799,False,True,False
5800,False,True,False
5801,False,True,True
5802,False,False,False
5803,True,True,False
5804,False,True,False
5805,False,True,False
5806,False,True,False
5807,False,True,False
5808,False,True,False
5809,False,True,False
5810,False,True,False
5811,False,True,False
5812,False,True,False
5813,False,True,True
5814,False,False,False
5815,True,True,False
5816,False,True,False
5817,False,True,False
5818,False,True,False
5819,False,True,True
5820,False,False,False
5821,True,True,False
5822,False,True,False
5823,False,True,False
5824,False,True,False
5825,False,True,False
5826,False,True,False
5827,False,True,False
5828,False,True,False
5829,False,True,True
5830,False,False,False
5831,True,True,False
5832,False,True,False
5833,False,True,False
5834,False,True,False
5835,False,True,False
5836,False,True,False
5837,False,True,False
5838,False,True,False
5839,False,True,False
5840,False,True,False
5841,False,True,True
5842,False,False,False
5843,True,True,False
5844,False,True,False
5845,False,True,False
5846,False,True,False
5847,False,True,False
5848,False,True,False
5849,False,True,False
5850,False,True,True
5851,False,False,False
5852,True,True,False
5853,False,True,False
5854,False,True,False
5855,False,True,False
5856,False,True,True
5857,False,False,False
5858,True,True,False
5859,False,True,False
5860,False,True,False
5861,False,True,False
5862,False,True,True
5863,False,False,False
5864,True,True,False
5865,False,True,False
5866,False,True,False
5867,False,True,False
5868,False,True,True
5869,False,False,False
5870,True,True,False
5871,False,True,False
5872,False,True,False
5873,False,True,False
5874,False,True,False
5875,False,True,False
5876,False,True,False
5877,False,True,False
5878,False,True,False
5879,False,True,False
5880,False,True,True
5881,False,False,False
5882,True,True,False
5883,False,True,False
5884,False,True,False
5885,False,True,False
5886,False,True,False
5887,False,True,True
5888,False,False,False
5889,True,True,False
5890,False,True,False
5891,False,True,False
5892,False,True,False
5893,False,True,True
5894,False,False,False
5895,True,True,False
5896,False,True,False
5897,False,True,False
5898,False,True,False
5899,False,True,False
5900,False,True,False
5901,False,True,False
5902,False,True,True
5903,False,False,False
5904,True,True,False
5905,False,True,False
5906,False,True,False
5907,False,True,False
5908,False,True,False
5909,False,True,False
5910,False,True,False
5911,False,True,False
5912,False,True,False
5913,False,True,False
5914,False,True,True
5915,False,False,False
5916,True,True,False
5917,False,True,False
5918,False,True,False
5919,False,True,False
5920,False,True,False
5921,False,True,False
5922,False,True,False
5923,False,True,False
5924,False,True,True
5925,False,False,False
5926,True,True,False
5927,False,True,False
5928,False,True,False
5929,False,True,False
5930,False,True,False
5931,False,True,False
5932,False,True,False
5933,False,True,False
5934,False,True,False
5935,False,True,False
5936,False,True,True
5937,False,False,False
5938,True,True,False
5939,False,True,False
5940,False,True,False
5941,False,True,False
5942,False,True,False
5943,False,True,False
5944,False,True,False
5945,False,True,False
5946,False,True,False
5947,False,True,False
5948,False,True,True
5949,False,False,False
5950,True,True,False
5951,False,True,False
5952,False,True,False
5953,False,True,False
5954,False,True,False
5955,False,True,False
5956,False,True,False
5957,False,True,True
5958,False,False,False
5959,True,True,False
5960,False,True,False
5961,False,True,False
5962,False,True,False
5963,False,True,False
5964,False,True,False
5965,False,True,False
5966,False,True,False
5967,False,True,False
5968,False,True,False
5969,False,True,True
5970,False,False,False
5971,True,True,False
5972,False,True,False
5973,False,True,False
5974,False,True,False
5975,False,True,False
5976,False,True,True
5977,False,False,False
5978,True,True,False
5979,False,True,False
5980,False,True,False
5981,False,True,False
5982,False,True,False
5983,False,True,True
5984,False,False,False
5985,True,True,False
5986,False,True,False
5987,False,True,False
5988,False,True,False
5989,False,True,False
5990,False,True,False
5991,False,True,False
5992,False,True,True
5993,False,False,False
5994,True,True,False
5995,False,True,False
5996,False,True,False
5997,False,True,False
5998,False,True,False
5999,False,True,False
6000,False,True,False
6001,False,True,False
6002,False,True,False
6003,False,True,True
6004,False,False,False
6005,True,True,False
6006,False,True,False
6007,False,True,False
6008,False,True,False
6009,False,True,True
6010,False,False,False
6011,True,True,False
6012,False,True,False
6013,False,True,False
6014,False,True,False
6015,False,True,True
6016,False,False,False
6017,True,True,False
6018,False,True,False
6019,False,True,False
6020,False,True,False
6021,False,True,False
6022,False,True,False
6023,False,True,False
6024,False,True,True
6025,False,False,False
6026,True,True,False
6027,False,True,False
6028,False,True,False
6029,False,True,False
6030,False,True,False
6031,False,True,False
6032,False,True,True
6033,False,False,False
6034,True,True,False
6035,False,True,False
6036,False,True,False
6037,False,True,False
6038,False,True,False
6039,False,True,False
6040,False,True,True
6041,False,False,False
6042,True,True,False
6043,False,True,False
6044,False,True,False
6045,False,True,False
6046,False,True,False
6047,False,True,False
6048,False,True,False
6049,False,True,False
6050,False,True,False
6051,False,True,False
6052,False,True,True
6053,False,False,False
6054,True,True,False
6055,False,True,False
6056,False,True,False
6057,False,True,False
6058,False,True,True
6059,False,False,False
6060,True,True,False
6061,False,True,False
6062,False,True,False
6063,False,True,False
6064,False,True,False
6065,False,True,False
6066,False,True,False
6067,False,True,True
6068,False,False,False
6069,True,True,False
6070,False,True,False
6071,False,True,False
6072,False,True,False
6073,False,True,True
6074,False,False,False
6075,True,True,False
6076,False,True,False
6077,False,True,False
6078,False,True,False
6079,False,True,False
6080,False,True,False
6081,False,True,False
6082,False,True,False
6083,False,True,False
6084,False,True,True
6085,False,False,False
6086,True,True,False
6087,False,True,False
6088,False,True,False
6089,False,True,False
6090,False,True,False
6091,False,True,False
6092,False,True,False
6093,False,True,False
6094,False,True,False
6095,False,True,True
6096,False,False,False
6097,True,True,False
6098,False,True,False
6099,False,True,False
6100,False,True,False
6101,False,True,True
6102,False,False,False
6103,True,True,False
6104,False,True,False
6105,False,True,False
6106,False,True,False
6107,False,True,False
6108,False,True,False
6109,False,True,True
6110,False,False,False
6111,True,True,False
6112,False,True,False
6113,False,True,False
6114,False,True,False
6115,False,True,False
6116,False,True,False
6117,False,True,False
6118,False,True,False
6119,False,True,False
6120,False,True,False
6121,False,True,True
6122,False,False,False
6123,True,True,False
6124,False,True,False
6125,False,True,False
6126,False,True,False
6127,False,True,False
6128,False,True,False
6129,False,True,False
6130,False,True,True
6131,False,False,False
6132,True,True,False
6133,False,True,False
6134,False,True,False
6135,False,True,False
6136,False,True,False
6137,False,True,False
6138,False,True,False
6139,False,True,False
6140,False,True,False
6141,False,True,False
6142,False,True,True
6143,False,False,False
6144,True,True,False
6145,False,True,False
6146,False,True,False
6147,False,True,False
6148,False,True,False
6149,False,True,False
6150,False,True,False
6151,False,True,True
6152,False,False,False
6153,True,True,False
6154,False,True,False
6155,False,True,False
6156,False,True,False
6157,False,True,True
6158,False,False,False
6159,True,True,False
6160,False,True,False
6161,False,True,False
6162,False,True,False
6163,False,True,False
6164,False,True,False
6165,False,True,False
6166,False,True,False
6167,False,True,True
6168,False,False,False
6169,True,True,False
6170,False,True,False
6171,False,True,False
6172,False,True,False
6173,False,True,False
6174,False,True,False
6175,False,True,False
6176,False,True,False
6177,False,True,False
6178,False,True,True
6179,False,False,False
6180,True,True,False
6181,False,True,False
6182,False,True,False
6183,False,True,False
6184,False,True,True
6185,False,False,False
6186,True,True,False
6187,False,True,False
6188,False,True,False
6189,False,True,False
6190,False,True,False
6191,False,True,True
6192,False,False,False
6193,True,True,False
6194,False,True,False
6195,False,True,False
6196,False,True,False
6197,False,True,False
6198,False,True,False
6199,False,True,True
6200,False,False,False
6201,True,True,False
6202,False,True,False
6203,False,True,False
6204,False,True,False
6205,False,True,False
6206,False,True,False
6207,False,True,False
6208,False,True,True
6209,False,False,False
6210,True,True,False
6211,False,True,False
6212,False,True,False
6213,False,True,False
6214,False,True,False
6215,False,True,True
6216,False,False,False
6217,True,True,False
6218,False,True,False
6219,False,True,False
6220,False,True,False
6221,False,True,True
6222,False,False,False
6223,True,True,False
6224,False,True,False
6225,False,True,False
6226,False,True,False
6227,False,True,True
6228,False,False,False
6229,True,True,False
6230,False,True,False
6231,False,True,False
6232,False,True,False
6233,False,True,True
6234,False,False,False
6235,True,True,False
6236,False,True,False
6237,False,True,False
6238,False,True,False
6239,False,True,False
6240,False,True,False
6241,False,True,False
6242,False,True,False
6243,False,True,True
6244,False,False,False
6245,True,True,False
6246,False,True,False
6247,False,True,False
6248,False,True,False
6249,False,True,False
6250,False,True,False
6251,False,True,False
6252,False,True,False
6253,False,True,True
6254,False,False,False
6255,True,True,False
6256,False,True,False
6257,False,True,False
6258,False,True,False
6259,False,True,False
6260,False,True,False
6261,False,True,True
6262,False,False,False
6263,True,True,False
6264,False,True,False
6265,False,True,False
6266,False,True,False
6267,False,True,False
6268,False,True,False
6269,False,True,False
6270,False,True,False
6271,False,True,False
6272,False,True,False
6273,False,True,True
6274,False,False,False
6275,True,True,False
6276,False,True,False
6277,False,True,False
6278,False,True,False
6279,False,True,False
6280,False,True,False
6281,False,True,False
6282,False,True,False
6283,False,True,True
6284,False,False,False
6285,True,True,False
6286,False,True,False
6287,False,True,False
6288,False,True,False
6289,False,True,False
6290,False,True,False
6291,False,True,False
6292,False,True,True
6293,False,False,False
6294,True,True,False
6295,False,True,False
6296,False,True,False
6297,False,True,False
6298,False,True,False
6299,False,True,False
6300,False,True,False
6301,False,True,False
6302,False,True,True
6303,False,False,False
6304,True,True,False
6305,False,True,False
6306,False,True,False
6307,False,True,False
6308,False,True,False
6309,False,True,True
6310,False,False,False
6311,True,True,False
6312,False,True,False
6313,False,True,False
6314,False,True,False
6315,False,True,False
6316,False,True,False
6317,False,True,False
6318,False,True,False
6319,False,True,True
6320,False,False,False
6321,True,True,False
6322,False,True,False
